uniq_id,reference,bike_type,bike_size,bike_year,bike_year_circulation,bike_km,bike_color,bike_warranty,bike_description,price,bike_brand,bike_model,vendor_city,vendor_type,source,scrap_date,url
moto-selection-1177054,1177054,CUSTOM,600,1996,0,38000,,,VÉHICULE VENDU EN PROCÉDURE RSV/VEI AUX PROFESSIONNELS OU EN PIÈCES DÉTACHÉES AUX PARTICULIERS OU POUR USAGE SUR PISTE. -LA CARTE GRISE ORIGINALE EST DISPONIBLE POUR LA VENTE A L EXPORT UNIQUEMENT N°10079    ,1600,KAWASAKI,ELIMINATOR 600, Arles,Pro,moto-selection,2021-06-05 19:33:50.843364,http://www.moto-selection.com/moto-occasion/kawasaki-eliminator-600/1177054.html
moto-selection-1184837,1184837,ROADSTER,701,2019,0,150,,,"Elite Moto 15 vend HUSQVARNA 701 SVARTPILEN de 2019  Moto de démonstration, disponible en magasin.  - Bridable en version A2  Photos plus précises sur notre site internet  Livraison possible partout en France, 200EUR TTC  Pour une reprise de votre moto d'occasion, formulaire de reprise disponible sur notre site  Financement possible de 13 à 72 mois.  Plus d'infos ou de photos au 04 71 48 09 11 ou par mail.  Horaires du magasin: Mardi - Vendredi 9h/12h 14h/19h Samedi 9h/12h 14h/18h  ",7699,HUSQVARNA,SVARTPILEN, Aurillac,Pro,moto-selection,2021-06-05 19:33:54.849246,http://www.moto-selection.com/moto-occasion/husqvarna-svartpilen/1184837.html
moto-selection-1170540,1170540,SCOOTER,400,2019,0,20079,,,"Chers clients, vous pouvez venir prendre livraison de votre 2 roues d'occasion sur présentation de  votre attestation de déplacement ainsi que de votre bon de commande conformément à la loi. Vends scooter BMW C400 GT première main.  Très bon état.   Inspection 20000 kms vient d'être effectuée chez BMW + pneu avant neuf Equipements :  Tablier OPTIONS :  Pack confort ( Selles chauffantes / poignées chauffantes ) , Ecran connecté, Alarme antivol, Feu diurne, Clé Keyless  ,1ère main,Compatible Permis A2,Garantie constructeur jusqu'au 04/03/2021  YAMAHA DYNAMIC SPORT  / concessionnaire officiel YAMAHA à Paris depuis 1936. Vente véhicules neufs et occasions 149 Rue montmartre 75002 Paris 01 42 33 61 82 dynamicsport@orange.fr  ",5990,BMW,C 400 GT, Paris 02,Pro,moto-selection,2021-06-05 19:33:58.720462,http://www.moto-selection.com/moto-occasion/bmw-c-400-gt/1170540.html
moto-selection-1176764,1176764,ROADSTER,1200,2020,0,5000,,,"Nous sommes concessionnaire INDIAN MOTORCYCLE a Perpignan (chez JEEP) nous vous proposons cette superbe FTR S REPLICA de juin 2020 état neuf rien a prévoir ,écran tactile TFT, 3 Modes de conduite+ mode piste ,régulateur de vitesse  reprise ,financement , assurance nous consulter. contact Chris : 06.62.73.12.79  email : accueil@lg-indian.fr. idem yamaha kawazaki triumph honda ducati ktm suzuki mt 07 mt 09 mt 10 bmw gs urban scrambler nine t racer bobber speed triple street triple panigale 848 899 evo 1099 1199 cbr cbf gsxr gsxf  idem HARLEY DAVIDSON HONDA KAWAZAKI YAMAHA TRIUMPH KTM DUCATI BREAKOUT CVO DYNA STREET ROD FORTY EIGHT SUPERLOW IRON SOFTAIL LOW RIDER SPORT GLYDE FAT BOB FAT BOY DELUXE HERITAGE STREET BOB ROAD KING ELECTRA ULTRA LIMITED 883 1200  ,1ère main,Disponible à l'essai,Garantie constructeur jusqu'au 23/06/2022",14290,INDIAN,FTR 1200 S REPLICA, Perpignan,Pro,moto-selection,2021-06-05 19:34:04.689320,http://www.moto-selection.com/moto-occasion/indian-ftr-1200-s-replica/1176764.html
moto-selection-1187734,1187734,TRAIL,990,2009,0,39400,,,"Options :  Garantie 3 mois avec possibilité d'extension à 12 mois, top case, valises latérales souples, selle gel, sabot moteur, bulle haute LA MAISON DE LA MOTO - 06250 MOUGINS - FRANCE Tel :04.93.75.18.40 - email : info@maisondelamoto.fr Website: http://www.maisondelamoto.fr  ",6990,KTM,SMT 990, Mougins,Pro,moto-selection,2021-06-05 19:34:04.850478,http://www.moto-selection.com/moto-occasion/ktm-smt-990/1187734.html
moto-selection-1187167,1187167,ROADSTER,800,2015,0,30962,,,"KAWASAKI Z800e noir du 29/04/2015 avec 30962 km  Moto compatible avec le permis A2  Visible et disponible chez votre concessionnaire Kawasaki Team SG 77120 Coulommiers 01.64.75.00.22  47CV,ABS,Patins de protection,Silencieux carbone,Support de plaque,Assurance sur place,Prix hors frais d'immatriculation,Aucun consommable à prévoir,Révision faite,Véhicule en dépôt vente,Compatible Permis A2,Dépôt-vente",5790,KAWASAKI,Z 800 E (47CV), Coulommiers,Pro,moto-selection,2021-06-05 19:34:11.678625,http://www.moto-selection.com/moto-occasion/kawasaki-z-800-e-%2847cv%29/1187167.html
moto-selection-1181343,1181343,SCOOTER,300,2021,0,19160,,,"VESPA GTS 300 04/2012 19 160 KM GRAND PARE-BRISE TOP CASE  BON ETAT REPRISE, FINANCEMENT ET LIVRAISON  DEMANDER CHRISTOPHE AU 03 88 76 27 66  ",3990,PIAGGIO,VESPA GTS IE 300, Eckbolsheim,Pro,moto-selection,2021-06-05 19:34:17.319432,http://www.moto-selection.com/moto-occasion/piaggio-vespa-gts-ie-300/1181343.html
moto-selection-1171194,1171194,ROUTIÈRE,1050,2005,0,50190,,,"TRIUMPH. Moto accidentée en procédure RSV/VEI, vente réservée aux professionnels, Vente possible aux particuliers COMPLET uniquement pour la pièce ou pour la piste, Pour plus d'informations n'hésitez pas nous contacter par téléphone ou par mail gary@gam-motos, fr, Les véhicules accidentés sont vendus dans l'état sans aucune garantie,  Notre référence véhicule à rappeler : 60891  Tous nos véhicules sont visibles chez GAM-MOTOS rn7 motteux 45290 Pressigny ou sur notre site BIKE-ECO   ",1100,TRIUMPH,SPRINT, Pressigny Les Pins,Pro,moto-selection,2021-06-05 19:34:21.820049,http://www.moto-selection.com/moto-occasion/triumph-sprint/1171194.html
moto-selection-1186657,1186657,TRAIL,50,2000,0,22500,,,"Honda Solo 50 cc, moteur 4 T type Honda Dax,  modèle rare, import Japon, entièrement révisé, 2 pneus neufs, rien à prévoir.   ,Garantie 3 mois",2500,HONDA,SOLO 50, Paris 09,Pro,moto-selection,2021-06-05 19:34:28.436689,http://www.moto-selection.com/moto-occasion/honda-solo-50/1186657.html
moto-selection-1184775,1184775,SCOOTER,80,1987,0,2700,,,"BENATI MOTOS 2ème meilleur concessionnaire YAMAHA France  vous propose une magnifique YAMAHA   RD 80 LC Cylindrée : 80cc Prix : 4999EUR  Mise en circulation : 07/11/1986 modèle 1987 Kilomètres : 2700 Kms Catégorie : collection Couleur : blanche et rouge      - Accessible permis voiture -  Yamaha RDLC 80 de 1986, entièrement d'origine, avec moins de 3 000 kms. Entretenue comme moto de collection depuis le début.  Peinture, pneus, échappement d'origine... aucune modification n'a été apportée. La moto roule parfaitement.  Un régal pour les yeux mais également un immense bonheur à conduire pour les puristes du 2 temps.  Le moteur est en parfait état.  Elle démarre, fonctionne et roule bien.  Elle a récemment fait l'objet d'une révision générale.  Une merveilleuse moto et à la fois un véritable objet de collection.  Immatriculation espagnole d'origine.  Véhicule de collection, vendu sans garantie. Pas de consommable à prévoir, entretien à jour. Véhicule roulant, en parfait état de marche.  Possibilité de livraison, de reprise, assurance, nous consulter.  *** REPRISE POSSIBLE DE VOTRE ANCIEN VÉHICULE DANS L' ETAT ***  *** TOUS NOS VÉHICULES SONT VENDUS RÉVISÉS AVEC UN CONTRÔLE TECHNIQUE OK DE MOINS DE 6 MOIS ***  Contact  M.BENATI Loïc au 04.94.68.03.48 service commercial.  BENATI MOTOS votre concessionnaire YAMAHA Draguignan depuis 1969, au coeur de vos émotions depuis 1951 !  Meilleur vendeur France de Niken.  Rejoignez-nous sur notre site e-commerce www.accessoire-motos.fr, notre page FACEBOOK et notre compte INSTAGRAM BENATI MOTOS pour plus d'actualités.   Assurance sur place,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,Prix hors frais de préparation,Aucun consommable à prévoir,Révision faite,Etat exceptionnel,Faible kilométrage,Utilisation promenade",4999,YAMAHA,RDLC 80, Draguignan,Pro,moto-selection,2021-06-05 19:34:35.071173,http://www.moto-selection.com/moto-occasion/yamaha-rdlc-80/1184775.html
moto-selection-1187876,1187876,ROUTIÈRE,847,2020,0,2560,,,"  ABS,Anti-démarrage,Anti-patinage,Béquille centrale,Indicateur de rapport engagé,Peinture mat ,Prise USB,Régulateur de vitesse,Version GT,Bulle haute,Valises,Démarches administratives sur place,Extension de garantie possible,Financement & Assurance possibles ,Livraison possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,Aucun consommable à prévoir,Double des clés ,Manuel d'origine,Révision faite,A peu roulé,Échappement d'origine,En parfait état,Faible kilométrage,Garantie constructeur jusqu'au 28/08/2022",14490,YAMAHA,NIKEN GT, Rouen,Pro,moto-selection,2021-06-05 19:34:41.398634,http://www.moto-selection.com/moto-occasion/yamaha-niken-gt/1187876.html
moto-selection-1152868,1152868,ROADSTER,1200,2019,0,883,,,"Nous sommes concessionnaire INDIAN MOTORCYCLE a Perpignan 1 bis chemin de la Fauceille (chez JEEP) nous vous proposons cette INDIAN FTR S Replica état neuf 883 km révisé garantie constructeur octobre 2019 1ere main 3 modes de conduite prise USB régulateur de vitesse bluetooth écran tactile TFT  reprise financement assurance nous consulter contact Chris 06.62.73.12.79 email acceuil@lg-indian.fr idem yamaha kawazaki triumph honda ducati ktm suzuki mt 07 mt 09 mt 10 bmw gs urban scrambler nine t racer bobber speed triple street triple panigale 848 899 evo 1099 1199 cbr cbf gsxr gsxf  idem HARLEY DAVIDSON HONDA KAWAZAKI YAMAHA TRIUMPH KTM DUCATI BREAKOUT CVO DYNA STREET ROD FORTY EIGHT SUPERLOW IRON SOFTAIL LOW RIDER SPORT GLYDE FAT BOB FAT BOY DELUXE HERITAGE STREET BOB ROAD KING ELECTRA ULTRA LIMITED 883 1200  ,1ère main,Disponible à l'essai,Garantie constructeur jusqu'au 03/10/2021",15490,INDIAN,FTR 1200 S REPLICA, Perpignan,Pro,moto-selection,2021-06-05 19:34:46.239113,http://www.moto-selection.com/moto-occasion/indian-ftr-1200-s-replica/1152868.html
moto-selection-1183432,1183432,QUAD,450,2017,0,1472,,,"  ,1ère main,Garantie 3 mois",7500,YAMAHA,KODIAK, Carcassonne,Pro,moto-selection,2021-06-05 19:34:51.082520,http://www.moto-selection.com/moto-occasion/yamaha-kodiak/1183432.html
moto-selection-1148490,1148490,ROADSTER,300,2016,0,14000,,, 	 - N°.  10741.VÉHICULE VENDU EN PROCÉDURE RSV/VEI AUX PROFESSIONNELS OU EN PIÈCES DÉTACHÉES AUX PARTICULIERS OU POUR USAGE SUR PISTE. -LA CARTE GRISE ORIGINALE EST DISPONIBLE POUR LA VENTE A L EXPORT UNIQUEMENT N° 10741   ,1690,KAWASAKI,Z 300, Arles,Pro,moto-selection,2021-06-05 19:34:56.629662,http://www.moto-selection.com/moto-occasion/kawasaki-z-300/1148490.html
moto-selection-1183185,1183185,SCOOTER,125,1994,0,47340,,,"HONDA 125 SPACY - Véhicule d'occasion  - Vendu dans l'état.  Notre référence véhicule à rappeler : 62563 Livraison en France possible, Gam- motos vous propose plusieurs véhicules disponibles en stock, Véhicules visibles dans nos locaux Gam-moto rn7 motteux 45290 Pressigny les pins ou sur notre site BIKE-ECO Horaires : Lundi 13h30-17h30 Mardi au Vendredi 8h30-12h30 13h30-17h30    ",450,HONDA,CH SPACY 125, Pressigny Les Pins,Pro,moto-selection,2021-06-05 19:35:02.141569,http://www.moto-selection.com/moto-occasion/honda-ch-spacy-125/1183185.html
moto-selection-1150608,1150608,ROUTIÈRE,800,2019,0,1382,,,"BMW F 800 GT. Moto accidentée en procédure RSV/VEI, vente réservée aux professionnels, Vente possible aux particuliers COMPLET uniquement pour la pièce ou pour la piste, Pour plus d'informations merci de nous contacter au : 02.38.89.87.87 ou gary@gam-motos, fr, Les véhicules accidentés sont vendus dans l'état sans aucune garantie,  Notre référence véhicule à rappeler : 58150   Tous nos véhicules sont visibles chez GAM-MOTOS rn7 motteux 45290 Pressigny ou sur notre site www.gam-motos.fr    NOUS CONTACTER : 0238898787   ",2800,BMW,F 800 GT, Pressigny Les Pins,Pro,moto-selection,2021-06-05 19:35:07.729618,http://www.moto-selection.com/moto-occasion/bmw-f-800-gt/1150608.html
moto-selection-1185379,1185379,ROADSTER,790,2020,0,1209,,,"KTM 790 DUKE 2020 ORANGE M.C. 25/08/2020 1209km 1ère main Etat comme neuf Entièrement d'origine Moto de direction ***** Pour plus d'infos. contactez-nous *****  ,1ère main,Garantie constructeur jusqu'au 25/08/2022",8690,KTM,790 DUKE, Eckbolsheim,Pro,moto-selection,2021-06-05 19:35:13.608800,http://www.moto-selection.com/moto-occasion/ktm-790-duke/1185379.html
moto-selection-1175419,1175419,CUSTOM,1200,1990,0,15637,,,"YAMAHA V-MAX 1200 de 01/1990 avec 15637 km   Financement & Assurance possibles ,Prix hors frais d'immatriculation,Véhicule en dépôt vente,Dépôt-vente",5399,YAMAHA,V-MAX 1200, Roissy En France,Pro,moto-selection,2021-06-05 19:35:19.244302,http://www.moto-selection.com/moto-occasion/yamaha-v-max-1200/1175419.html
moto-selection-1188001,1188001,ROADSTER,500,2021,0,2245,,,"HONDA CB 500 FA .PERMIS A 2 .  MODELE 2021 . 1 ERE MAIN .  SEULEMENT 2245 KMS  .DISPONIBLE IMMEDIATEMENT  .COLORIS RECHECHE  MOTO GARANTIE 5 ANS .MISE EN CIRCULATION LE 12/01/2021. FINANCEMENT POSSIBLE TOUTES DUREES .   ,Garantie constructeur jusqu'au 12/01/2026",5990,HONDA,HONDA CB 500 FA, Montpellier,Pro,moto-selection,2021-06-05 19:35:24.102688,http://www.moto-selection.com/moto-occasion/honda-honda-cb-500-fa/1188001.html
moto-selection-1168700,1168700,ROADSTER,998,2020,0,1390,,,"KAWASAKI ZH2 totalisant seulement 1390 km. Couleur verte, parfait état. Un roadster ultime, une puissance et un comportement moteur incomparable ! Pour plus de renseignement demandez Mikaël.  ,Disponible à l'essai,Garantie constructeur jusqu'au 28/05/2022  K21 Moto Dijon au service de votre passion depuis plus de 10 ans ! Spécialiste Offroad ! Les plus grandes marques d'accessoires pour la moto et son pilote ! Ipone-Kenny-Alpinestars-Shoei-Bihr-Furygan-HJC-Airoh-Oakley-Scott",13990,KAWASAKI,ZH2, Chenove,Pro,moto-selection,2021-06-05 19:35:29.849204,http://www.moto-selection.com/moto-occasion/kawasaki-zh2/1168700.html
moto-selection-1188910,1188910,SCOOTER,750,2019,0,13000,,,"HONDA X-ADV  KILOMÉTRAGE : 13.000 KM  OPTIONS : - Véhicule en très bon état  - Aucun consommable à prévoir - Nombreuses options - Extension de garantie 28/03/2024  ,1ère main,Garantie constructeur jusqu'au 28/03/2024",10490,HONDA,X-ADV, Aix En Provence,Pro,moto-selection,2021-06-05 19:35:35.370209,http://www.moto-selection.com/moto-occasion/honda-x-adv/1188910.html
moto-selection-1179940,1179940,ROADSTER,600,2008,0,37630,,,"Révisé,full option silencieux DEVIL.top case,selle confort,passage de roue... Reprise possible HONDA,SUZUKI,YAMAHA,KTM,DUCATI,KAWASAKI...  Écopes radiateur,Lèche-roue,Sabot moteur,Selle confort,Top case,Démarches administratives sur place,Essai sur rendez-vous,Financement possible,Gravage possible,Livraison possible,Plus de photos sur demande,Reprise possible,Transport possible,Disponible à l'essai,Garantie 3 mois",3890,HONDA,CB HORNET, Annonay,Pro,moto-selection,2021-06-05 19:35:40.194412,http://www.moto-selection.com/moto-occasion/honda-cb-hornet/1179940.html
moto-selection-1187408,1187408,ROUTIÈRE,1200,2007,0,36900,,,"BMW R 1200 R - 2007 - 36 900 km, première mise en circulation le 22/06/2007.  Autres équipements et informations : garantie 6 mois - BMW R 1200 R - modèle 2007 - 36 900 km - révision faite et consommables a jour - quelques rayures d usage - reprise et financement possible - envoi possible en France   ,Garantie 6 mois  HORS FRAIS D'IMMATRICULATION ET FRAIS ADMINISTRATIFS POLE MOTO PASSION Tél : 04.68.66.76.65 ",5590,BMW,R 1200, Perpignan,Pro,moto-selection,2021-06-05 19:35:46.411550,http://www.moto-selection.com/moto-occasion/bmw-r-1200/1187408.html
moto-selection-1128270,1128270,SPORTIVE,600,1994,0,49000,,,"Etat impeccable, pneus et kit chaine ok. ligne d'échappement Yoshimura",1700,SUZUKI,RF, Keffendorf,Part,moto-selection,2021-06-05 19:35:50.875089,http://www.moto-selection.com/moto-occasion/suzuki-rf/1128270.html
moto-selection-1183484,1183484,SPORTIVE,1000,2014,0,29500,,,"Options :  Garantie 3 mois avec possibilité d'extension à 12 mois, ligne complète Yoshimura, amortisseur ohlins avant +arrière, étrier Brembo, commandes reculées , durite aviation à l'arrière , petit support de plaque , feu arrière avec clignotants intégrés LA MAISON DE LA MOTO - 06250 MOUGINS - FRANCE Tel :04.93.75.18.40 - email : info@maisondelamoto.fr Website: http://www.maisondelamoto.fr  ",9990,HONDA,CBR 1000 SP, Mougins,Pro,moto-selection,2021-06-05 19:35:56.711026,http://www.moto-selection.com/moto-occasion/honda-cbr-1000-sp/1183484.html
moto-selection-1173653,1173653,ROADSTER,750,2019,0,8660,,,"Options :  Garantie constructeur , silencieux Ix race , petit support de plaque , mini clignotants leds LA MAISON DE LA MOTO - 06250 MOUGINS - FRANCE Tel :04.93.75.18.40 - email : info@maisondelamoto.fr Website: http://www.maisondelamoto.fr  ",7790,SUZUKI,GSX S, Mougins,Pro,moto-selection,2021-06-05 19:36:02.534736,http://www.moto-selection.com/moto-occasion/suzuki-gsx-s/1173653.html
moto-selection-1187466,1187466,ROUTIÈRE,600,2005,0,11381,,,"Bandit 600 S en très bon état. Faible kilométrage. entretiens et consommables OK. Entièrement d'origine.  Top case. reprise et financement possible, plus de photos sur demande.  - Livraison possible partout en France à partir de 150 EUR chez vous à la maison  - Visible chez Palmi New Bike 3 impasse Marcel Brot à Nancy, Concessionnaire YAMAHA depuis 1989, demandez  Gilles, Jimmy ou Fabrice.  Palmi New Bike rachète Cash votre moto sans acheter une autre moto. Nous consulter..   Mt07/mt 07/mt/mt09/Mt09/fz/z/Z/er6/hornet/fazer/gsx/monster/cb/cbf/cbr/xmax/tmax/X max/T max/xj/xjr/xj6/z750/z800/z1000/versys/gl/gs/f800/vmax/v max/nmax/N max/R1/r1/R6/r6/R/s1000/rr/RR/zx/zxr/r/gt/gtr/sv/wr/w/yz/cr/rm/sx/kx/xt/street/speed/tiger/trophy/daytona/gladius/suzuki/yamaha/kawasaki/honda/ducati/harley/ktm/triumph/bmw/Indian/victory/Peugeot/piaggio/kymco/beta/A2/a2/    ,Garantie 6 mois",4290,SUZUKI,GSF BANDIT 600 S, Nancy,Pro,moto-selection,2021-06-05 19:36:07.314906,http://www.moto-selection.com/moto-occasion/suzuki-gsf-bandit-600-s/1187466.html
moto-selection-1186356,1186356,TRAIL,1000,2016,0,28750,,,"  Mis à la vente par Mekanik, concessionnaire officiel Honda, KTM, Moto Guzzi, Vespa, Piaggio, Aprilia et Gilera à Annecy. Tous nos véhicules d'occasion sont vérifiés avant la vente dans nos ateliers et bénéficient d'une garantie européenne de 6 mois. Top case, poignées chauffantes, parcarter, support valises. Entretien suivi.  ",10290,HONDA,AFRICA TWIN CRF1000L DCT, Seynod,Pro,moto-selection,2021-06-05 19:36:10.773815,http://www.moto-selection.com/moto-occasion/honda-africa-twin-crf1000l-dct/1186356.html
moto-selection-1185429,1185429,SCOOTER,300,2018,0,5745,,,"Révision des 5000 OK  Véhicule équipé de poignées chauffantes d'origine Piaggio ainsi qu'une alarme  ABS,Anti-démarrage,Anti-patinage,Béquille centrale,Freinage couplé,Peinture métal,Poignées chauffantes,Prise USB,Alarme,1ère main,Compatible Permis A2,Disponible à l'essai,Garantie 3 mois",5250,PIAGGIO,MP3 300 LT, Paris 16,Pro,moto-selection,2021-06-05 19:36:16.526412,http://www.moto-selection.com/moto-occasion/piaggio-mp3-300-lt/1185429.html
moto-selection-1187358,1187358,ENDURO,4,2021,0,200,,,"Votre concessionnaire KAWASAKI SHERCO BETA CF MOTO FANTIC / DSN MOTOS 47 vous propose :  BETA RR 125 LC ENDURO 4T 2021  1er main / 200 kms  double de clé / carnet / notice d'utilisation  PRIX : 4 350.00EUR*  *hors frais immatriculation.  Possibilité de financement: exemple de crédit, apport 30%, hors assurances facultatives, 48 mensualités de 91EUR Possibilité de livraison dans toute la France Reprise possible sur cette vente  Plus de 100 motos en stock  DSN Motos 47 / Marmande zac croix de lugat 47200 st pardoux du breuil tel: 0553208700 Mail: Paulo : com-dsnmotos47@orange.fr  ,1ère main,Disponible à l'essai",4350,BETA,RR 4T 125 LC, St Pardoux Du Breuil,Pro,moto-selection,2021-06-05 19:36:21.465868,http://www.moto-selection.com/moto-occasion/beta-rr-4t-125-lc/1187358.html
moto-selection-1188813,1188813,ROUTIÈRE,865,2014,0,16880,,,"TRIUMPH BONNEVILLE T 100 de mars 2014. Elle totalise 16880kms.  Moto éligible au permis A2.  Aucun frais à prévoir, Consommables et révisions sont à jour.  Elle vous sera garantie 12mois.  Financement pour 122.73EUR/mois sur 48 mois avec un apport de 2097EUR, étude personnalisée sur demande (apport et durée variable)  ,Compatible Permis A2,Garantie 12 mois  Nous nous occupons de votre carte grise. Reçue directement à domicile. Nous pourrons vous proposer des solutions de financement et d'assurance.  Pour plus de renseignements ou réservation :  Kawa Racing Nîmes Concessionnaire exclusif Kawasaki 27 bis rue du pied ferme 30900 Nîmes 04.66.84.60.01.  ",6990,TRIUMPH,BONNEVILLE 865 T100, Nimes,Pro,moto-selection,2021-06-05 19:36:27.238316,http://www.moto-selection.com/moto-occasion/triumph-bonneville-865-t100/1188813.html
moto-selection-1154162,1154162,ROADSTER,1000,2000,0,43443,,,"VOXAN SCRAMBLER 1000 EXCELLENT ETAT,  GENERATION GARDETTE N° 293, MOTEUR REALIGNE COMPLET AMR VITTEL, ENTRETIENS REGULIERS AMR VITTEL, BATTERIE NEUVE, PNEUS NEUFS, CETTE MACHINE SERA UN COLLECTOR, AMR22952-73  ,Garantie 3 mois  ",5990,VOXAN,ROADSTER, Vittel,Pro,moto-selection,2021-06-05 19:36:32.032375,http://www.moto-selection.com/moto-occasion/voxan-roadster/1154162.html
moto-selection-1178920,1178920,SCOOTER,400,2016,0,1678,,,"MBK EVOLIS 400 DATE DE MISE EN CIRCULATION: 12/07/2016 KILOMETRAGE: 1678 KMS   ,Garantie 3 mois  ITALISCOOT-ITALIBIKE 129 ROUTE DES SORINIERES 44400 REZE OUVERT DU MARDI AU SAMEDI 9H15-12H15/14H-19H ",4999,MBK,EVOLIS 400, Reze,Pro,moto-selection,2021-06-05 19:36:38.845131,http://www.moto-selection.com/moto-occasion/mbk-evolis-400/1178920.html
moto-selection-1128373,1128373,TRAIL,1000,2007,0,21000,,,"Top case, béquille centrale, poignées chauffantes, sacoche réservoir + sacoches amovibles souples à négocier",5500,SUZUKI,V-STROM, Sance,Part,moto-selection,2021-06-05 19:36:41.216033,http://www.moto-selection.com/moto-occasion/suzuki-v-strom/1128373.html
moto-selection-1161040,1161040,SCOOTER,530,2019,0,2800,,,"Magnifique T MAX  530 (t-max) que nous avons vendu neuf. Cache feux et clignotants bcd // bulle sport. Version DX (poignees et selle chauffante,régulateur de vitesse,tracker,bulle réglable électriquement)  Assurance sur place,Démarches administratives sur place,Financement possible,Aucun consommable à prévoir,1ère main,Garantie constructeur jusqu'au 04/06/2021",10890,YAMAHA,TMAX 530 DX, Tourcoing,Pro,moto-selection,2021-06-05 19:36:47.022756,http://www.moto-selection.com/moto-occasion/yamaha-tmax-530-dx/1161040.html
moto-selection-1188288,1188288,ROADSTER,1200,2019,0,5000,,,"Nous sommes concessionnaire INDIAN , nous proposons cette superbe FTR 1200 S REPLICA garantie constructeur juin 2021 ecran TFT tactile 3 mode de pilotage + mode piste prise USB regulateur de vitesse feux LED moto à sensation avec son moteur bicylindre de 125 cv son freinage BREMBO son pot AKRAPOVICK et ses suspensions SACH réglable en contrainte et précontrainte écran bluetooth connecté a votre smartphone financement et assurance nous consulter transport FRANCE métropolitaine + 290 euro Votre nouvelle concession LG INDIAN à Perpignan 1 chemin de la Fauceille chez JEEP contact Chris 06.62.73.12.79    04.68.68.54.55  email : accueil@lg-indian.fr indian scout harley ducati yamaha kawazaki triumph speed triple street triple vrod monstro mt09 mt07 mt10 streetfighter gsxr s1000r s1000rr r1 ktm honda cbr 1090 1190 cb z7 z9 z10 idem HARLEY DAVIDSON HONDA KAWAZAKI YAMAHA TRIUMPH KTM DUCATI BREAKOUT CVO DYNA STREET ROD FORTY EIGHT SUPERLOW IRON SOFTAIL LOW RIDER SPORT GLYDE FAT BOB FAT BOY DELUXE HERITAGE STREET BOB ROAD KING ELECTRA ULTRA LIMITED 883 1200  ABS,Anti-démarrage,Anti-patinage,Peinture métal,Peinture vernie,Prise USB,Régulateur de vitesse,Série spéciale,Dépôt-vente,Disponible à l'essai,Garantie constructeur jusqu'au 13/06/2021",13490,INDIAN,FTR 1200 S REPLICA, Perpignan,Pro,moto-selection,2021-06-05 19:36:52.787716,http://www.moto-selection.com/moto-occasion/indian-ftr-1200-s-replica/1188288.html
moto-selection-1184524,1184524,CROSS,250,2008,0,5000000,,,"RAPTOR 250 NON HOMOLOGUE - A PARTIR DE 83EUR /MOIS Nous pouvons étudier la reprise éventuelle de votre moto actuelle quelle qu'en soit la marque. Nous pouvons également étudier un financement personnalisé ainsi qu'un devis d'assurance. Financement à partir de 83EUR /mois* Financement 36 mois - 1000EUR d'apport Livraison à partir de 290EUR*  *Voir condition en magasin  Raptor 250 raptor 450 raptor 700 quad polaris yamaha can am kxf yzf yfm90 yfz50  Démarches administratives sur place,Financement possible,Livraison possible,Reprise possible,Transport possible,Dépôt-vente  MOTOS BOX 39 concessionnaire exclusif YAMAHA, KAWASAKI, SUZUKI, SHERCO, FANTIC  Centre accessoire DAFY MOTOS  ",3499,YAMAHA,YFM RAPTOR, Dole,Pro,moto-selection,2021-06-05 19:36:58.520840,http://www.moto-selection.com/moto-occasion/yamaha-yfm-raptor/1184524.html
moto-selection-1187681,1187681,ROUTIÈRE,1200,2016,0,25197,,,"BMW R 1200 R 05/02/2016 JMS MOTOS  5 AVENUE DE ST CHAMAND  84000 AVIGNON 04 65 00 00 65  OPTIONS:  DTC + Dynamic ESA + Eclairage diurne + Deluxe Headlight + Ordinateur de bord Pro + Shifter Pro + Modes conduite Pro + Pack confort + Pack Touring + Préparation appareil de navigation + Poignees chauffantes + RDC + Régulateur de vitesse + Spoiler moteur + Clignotant LED blanc + Béquille centrale + Porte-bagages + Selle passager confort + Style 1. ANNONCE NON CONTRACTUELLE  Extension de garantie possible,Financement & Assurance possibles ,Gravage possible,Livraison possible,Reprise possible,Disponible à l'essai,Garantie 3 mois",11000,BMW,R 1200, Avignon,Pro,moto-selection,2021-06-05 19:37:03.321174,http://www.moto-selection.com/moto-occasion/bmw-r-1200/1187681.html
moto-selection-1153418,1153418,SPORTIVE,1100,1993,0,75679,,,"KAWASAKI 1100 ZZR. Moto accidentée en procédure RSV/VEI, vente réservée aux professionnels, Vente possible aux particuliers COMPLET uniquement pour la pièce ou pour la piste, Pour plus d'informations merci de nous contacter au : 02.38.89.87.87 ou gary@gam-motos, fr, Les véhicules accidentés sont vendus dans l'état sans aucune garantie,  Notre référence véhicule à rappeler : 59474  Tous nos véhicules sont visibles chez GAM-MOTOS rn7 motteux 45290 Pressigny ou sur notre site www.gam-motos.fr    NOUS CONTACTER : 0238898787   ",1000,KAWASAKI,ZZR, Pressigny Les Pins,Pro,moto-selection,2021-06-05 19:37:07.959210,http://www.moto-selection.com/moto-occasion/kawasaki-zzr/1153418.html
